Departamento,Municipio,Operadora,Campo,Contrato,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,SEPTIEMBRE,OCTUBRE,NOVIEMBRE,DICIEMBRE
ARAUCA,ARAUQUITA,OCCIDENTAL DE COLOMBIA LLC,REDONDO,CRAVO NORTE,0.088,0.075,0.005,0.044,0.042,0.036,0.019,0.029,0.035,0.035,0.038,0.046
CASANARE,SAN LUIS DE PALENQUE,PERENCO COLOMBIA LIMITED,REMACHE NORTE,COROCORA,0.047,0.047,0.047,0.055,0.047,0.054,0.049,0.043,0.041,0.041,0.037,0.034
CASANARE,SAN LUIS DE PALENQUE,PERENCO COLOMBIA LIMITED,REMACHE SUR,COROCORA,0.072,0.088,0.083,0.081,0.082,0.073,0.072,0.074,0.074,0.076,0.046,0.045
HUILA,NEIVA,ECOPETROL S.A.,RIO CEIBAS,CAGUAN,3.364,3.572,3.406,3.183,3.202,2.998,2.985,2.97,2.849,2.852,2.869,2.456
TOLIMA,PIEDRAS,INTEROIL COLOMBIA EXPLORATION AND PRODUCTION,RÍO OPIA,RÍO OPIA,0.067,0.078,0.088,0.085,0.078,0.117,0.116,0.115,0.12,0.115,0.109,0.102
TOLIMA,CHAPARRAL,HOCOL S.A.,RÍO SALDAÑA,TOLIMA,0.175,0.254,0.256,0.251,0.218,0.15,0.277,0.268,0.267,0.265,0.262,0.207
NORTE DE SANTANDER,CUCUTA,ECOPETROL S.A.,RIO ZULIA,RIO ZULIA,0.263,0.249,0.248,0.239,0.233,0.26,0.256,0.243,0.248,0,0,0
NORTE DE SANTANDER,CUCUTA,Iberoamericana de Hidrocarburos CQ Exploración y Producción S.A.S.,RIO ZULIA,RIO ZULIA,0,0,0,0,0,0,0,0,0,0.254,0.249,0.112
CASANARE,AGUAZUL,PAREX RESOURCES COLOMBIA LTD. SUCURSAL,RUMBA,LLA 26,0.74,0.53,0.686,0.793,0.671,0.571,0.503,0.485,0.441,0.366,0.369,0.251
SANTANDER,SABANA DE TORRES,PETROSANTANDER (COLOMBIA) INC.,SALINA,CARARE LAS MONAS,2.546,2.428,2.355,2.363,2.374,2.289,2.497,2.532,2.497,2.442,2.468,2.478
PUTUMAYO,ORITO,ECOPETROL S.A.,SAN ANTONIO,ORITO,0.015,0.065,0.114,0.113,0.046,0,0,0,0,0,0,0
PUTUMAYO,ORITO,ECOPETROL S.A.,SAN ANTONIO,ORITO,0,0,0,0,0,0.046,0.063,0.095,0.108,0.105,0.107,0.088
HUILA,NEIVA,ECOPETROL S.A.,SAN FRANCISCO,PALERMO,3.438,3.313,2.38,3.545,0.02,0,0,0,0,0,0,0
HUILA,PALERMO,ECOPETROL S.A.,SAN FRANCISCO,PALERMO,0,0,1.126,0,3.353,0,0,0,0,0,0,0
HUILA,NEIVA,ECOPETROL S.A.,SAN FRANCISCO,PALERMO,0,0,0,0,0,0,3.238,3.458,3.327,3.034,0,2.21
HUILA,PALERMO,ECOPETROL S.A.,SAN FRANCISCO,PALERMO,0,0,0,0,0,3.236,0,0,0,0,3.077,1.132
CESAR,SAN MARTÍN,ECOPETROL S.A.,SAN ROQUE,TISQUIRAMA-C,0.406,0.447,0.455,0.426,0.426,0.456,0.455,0.462,0.451,0.436,0.43,0.393
HUILA,PALERMO,ECOPETROL S.A.,SANTA CLARA,PIJAO-POTRERILLO,0.305,0.294,0.283,0.291,0.355,0,0,0,0,0,0,0
HUILA,PALERMO,ECOPETROL S.A.,SANTA CLARA,PIJAO-POTRERILLO,0,0,0,0,0,0.44,0.403,0.373,0.451,0.592,0,0
HUILA,PALERMO,ECOPETROL S.A.,SANTA CLARA,SANTA CLARA,0,0,0,0,0,0,0,0,0,0,0.639,0.705
CASANARE,OROCUE,VETRA EXPLORACION Y PRODUCCION COLOMBIA S.A.S.,SANTO DOMINGO,CDNDI LA PUNTA,0.18,0.19,0.209,0.204,0.197,0.166,0.166,0.164,0.16,0.16,0.15,0.154
CASANARE,OROCUE,VETRA EXPLORACION Y PRODUCCION COLOMBIA S.A.S.,SANTO DOMINGO NORTE,CDNDI LA PUNTA,0.176,0.182,0.196,0.184,0.177,0.155,0.16,0.161,0.158,0.162,0.159,0.174
NORTE DE SANTANDER,TIBU,ECOPETROL S.A.,SARDINATA,TIBU,0.391,0.335,0.331,0.16,0.216,0.226,0.159,0.118,0.221,0.275,0.17,0.183
PUTUMAYO,ORITO,ECOPETROL S.A.,SUCIO,ORITO,0.026,0.027,0.025,0.026,0.027,0,0,0,0,0,0,0
PUTUMAYO,ORITO,ECOPETROL S.A.,SUCIO,ORITO,0,0,0,0,0,0.027,0.025,0.027,0.019,0,0,0
NARIÑO,IPIALES,ECOPETROL S.A.,SUCUMBIOS,ORITO,1.619,2.763,2.073,2.757,3.35,0,0,0,0,0,0,0
NARIÑO,IPIALES,ECOPETROL S.A.,SUCUMBIOS,ORITO,0,0,0,0,0,1.659,0.374,1.573,2.27,2.512,1.584,1.45
META,VILLAVICENCIO,ECOPETROL S.A.,SURIA,APIAY,2.294,1.81,1.787,1.386,1.431,1.532,1.085,1.006,1.125,0.98,0.791,1.105
META,VILLAVICENCIO,ECOPETROL S.A.,SURIA SUR,APIAY,4.898,6.449,6.385,6.478,6.286,5.856,4.617,6.21,6.286,6.48,6.035,6.18
META,VILLAVICENCIO,ECOPETROL S.A.,TANANE,APIAY,0.072,0.055,0.056,0.065,0.066,0.064,0.084,0.092,0.091,0.124,0.267,0.195
CASANARE,TAURAMENA,GEOPARK COLOMBIA PN S.A SUCURSAL COLOMBIA (Winchester),TARO TARO,LLA 34,0.153,0.154,0.153,0.117,0,0.048,0.136,0.129,0.12,0.056,0,0
CASANARE,TAURAMENA,GEOPARK COLOMBIA S.A.S.,TARO TARO,LLA 34,0,0,0,0,0,0,0,0,0,0,0.059,0.048
NORTE DE SANTANDER,CUCUTA,PETROSOUTH ENERGY CORPORATION SUCURSAL COLOMBIA,T-BURNS,CERRITO,0,0,0,0,0,0.005,0.015,0,0,0,0,0
NORTE DE SANTANDER,CUCUTA,PETROSOUTH ENERGY CORPORATION SUCURSAL COLOMBIA,T-BURNS,CERRITO,0,0,0,0,0,0,0,0.017,0.007,0.012,0.016,0.012
HUILA,NEIVA,ECOPETROL S.A.,TELLO,CAMPOS TELLO Y LA JAGUA,0.652,0.662,0.654,0.63,0.641,0,0,0,0,0,0,0
HUILA,NEIVA,ECOPETROL S.A.,TELLO,CAMPOS TELLO Y LA JAGUA,0,0,0,0,0,0.655,0.648,0.626,0.644,0.634,0.639,0.669
HUILA,AIPE,ECOPETROL S.A.,TEMPRANILLO,PIJAO-POTRERILLO,0.552,0.634,0.617,0.566,0.531,0,0,0,0,0,0,0
HUILA,AIPE,ECOPETROL S.A.,TEMPRANILLO,PIJAO-POTRERILLO,0,0,0,0,0,0.61,0.635,0.577,0.509,0.426,0.471,0.564
HUILA,AIPE,ECOPETROL S.A.,TEMPRANILLO NORTE,PIJAO-POTRERILLO,0.159,0.148,0.16,0.187,0.197,0,0,0,0,0,0,0
HUILA,AIPE,ECOPETROL S.A.,TEMPRANILLO NORTE,PIJAO-POTRERILLO,0,0,0,0,0,0.182,0.198,0.315,0.287,0.23,0.219,0.256
HUILA,AIPE,ECOPETROL S.A.,TENAY,PIJAO-POTRERILLO,1.583,1.623,1.564,1.369,1.233,0,0,0,0,0,0,0
HUILA,AIPE,ECOPETROL S.A.,TENAY,PIJAO-POTRERILLO,0,0,0,0,0,1.319,1.594,1.717,1.787,1.551,1.522,1.295
ARAUCA,ARAUQUITA,OCCIDENTAL DE COLOMBIA LLC,TERECAY,COSECHA,0.177,0.153,0.038,0.102,0.1,0.095,0.096,0.111,0.082,0.135,0.135,0.154
SANTANDER,SAN VICENTE DE CHUCURI,ECOPETROL S.A.,TESORO,DE MARES,2.205,1.912,1.503,1.395,1.374,1.021,1.062,0.814,0.818,0.797,1.071,0.743
NORTE DE SANTANDER,TIBU,ECOPETROL S.A.,TIBÚ,TIBU,1.19,1.209,1.186,1.212,1.319,1.402,1.364,1.357,1.431,1.427,1.165,1.174
CASANARE,NUNCHIA,PERENCO COLOMBIA LIMITED,TIERRA BLANCA,CASANARE,0.239,0.066,0.011,0.02,0,0.106,0.127,0,0,0,0.007,0.016
CASANARE,TAURAMENA,GEOPARK COLOMBIA PN S.A SUCURSAL COLOMBIA (Winchester),TILO,LLA 34,0.064,0.068,0.07,0.07,0.068,0.068,0.066,0.054,0.041,0.04,0,0
CASANARE,TAURAMENA,GEOPARK COLOMBIA S.A.S.,TILO,LLA 34,0,0,0,0,0,0,0,0,0,0,0.037,0.038
CASANARE,YOPAL,COLOMBIA ENERGY DEVELOPMENT CO,TILODIRÁN,RIO VERDE,0.735,0.976,0.671,0.781,1.093,1.197,1.328,1.337,1.321,1.321,1.007,0.92
CESAR,SAN MARTÍN,ECOPETROL S.A.,TISQUIRAMA,TISQUIRAMA-C,0.776,0.693,0.731,0.847,0.883,0.842,0.79,0.831,0.726,0.707,0.786,0.794
CASANARE,NUNCHIA,PERENCO COLOMBIA LIMITED,TOCARIA,CASANARE,0,0,0,0,0,0.165,0,0.144,0.126,0.222,0.271,0
CASANARE,YOPAL,PERENCO COLOMBIA LIMITED,TOCARIA,CASANARE,0.208,0.065,0.049,0.082,0.256,0,0.167,0,0,0,0,0.247
TOLIMA,ORTEGA,HOCOL S.A.,TOLDADO,ORTEGA,0,0.162,0.155,0.161,0.213,0.211,0.238,0.26,0.271,0.273,0.285,0.298
ARAUCA,ARAUCA,OCCIDENTAL DE COLOMBIA LLC,TONINA,CRAVO NORTE,0.001,0.002,0,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0
CESAR,AGUACHICA,LEWIS ENERGY COLOMBIA INC,TOPOSI,VMM 1,1.959,1.687,1.685,1.921,2.181,1.718,1.744,1.68,1.802,2.279,2.951,2.987
TOLIMA,PIEDRAS,HOCOL S.A.,TOQUI TOQUI,PULI,1.288,1.222,1.296,1.316,1.282,1.263,1.241,1.251,1.24,1.223,1.311,1.284
CORDOBA,PUEBLO NUEVO,GEOPRODUCTION OIL AND GAS COMPANY OF COLOMBIA,TORONJA,VIM 21,0,0,0,0,0,0,0,0,0,0,0,3.656
TOLIMA,ALVARADO,HOCOL S.A.,TOTARE,ARMERO,0.003,0.005,0.032,0.008,0.002,0.001,0,0,0,0,0,0
TOLIMA,ORTEGA,HOCOL S.A.,TOY,ORTEGA,0,0,0,0,0.001,0,0.001,0.003,0.001,0,0,0
CASANARE,TAURAMENA,GEOPARK COLOMBIA PN S.A SUCURSAL COLOMBIA (Winchester),TUA,LLA 34,0.427,0.39,0.381,0.368,0.039,0.247,0.375,0.37,0.365,0.328,0,0
CASANARE,TAURAMENA,GEOPARK COLOMBIA S.A.S.,TUA,LLA 34,0,0,0,0,0,0,0,0,0,0,0.29,0.277
CASANARE,TRINIDAD,LEWIS ENERGY COLOMBIA INC,TULIPÁN,GUACHIRIA SUR,0.04,0.04,0.041,0.041,0.038,0.039,0.038,0.037,0.035,0.033,0.033,0.033
ANTIOQUIA,PUERTO NARE,MANSAROVAR ENERGY COLOMBIA LTD,UNDERRIVER,NARE,0.117,0.094,0.119,0.124,0.093,0.121,0.104,0.12,0.106,0.114,0.115,0.093
BOYACA,PUERTO BOYACA,MANSAROVAR ENERGY COLOMBIA LTD,UNDERRIVER,NARE,0.176,0.219,0.179,0.187,0.14,0.181,0.156,0.18,0.159,0.171,0.172,0.139
BOYACA,PUERTO BOYACA,MANSAROVAR ENERGY COLOMBIA LTD,VELASQUEZ,GUAGUAQUI - TERAN,0.518,0.494,0.455,0.455,0.488,0.509,0.516,0.514,0.533,0.481,0.436,0.424
CASANARE,YOPAL,EMERALD ENERGY PLC SUCURSAL COLOMBIA,VIGIA,CAMPO RICO,0.012,0.012,0.014,0.022,0.02,0.021,0.029,0.031,0.041,0.039,0.039,0.04
CASANARE,OROCUE,EMERALD ENERGY PLC SUCURSAL COLOMBIA,VIGIA SUR,CAMPO RICO,0.01,0.01,0.01,0.01,0.008,0.01,0.01,0.01,0.014,0.013,0.016,0.02
CASANARE,OROCUE,PERENCO COLOMBIA LIMITED,VIREO,OROPENDOLA,0.043,0.037,0.04,0.038,0.036,0.034,0.037,0.041,0.04,0.042,0.039,0.037
CASANARE,YOPAL,ECOPETROL S.A.,VOLCANERA,RECETOR,0,0,0,0,0,0,0,2.875,2.932,2.985,2.945,3.022
CASANARE,YOPAL,EQUION ENERGÍA LIMITED,VOLCANERA,RECETOR,2.462,2.415,2.369,2.372,2.268,2.703,2.596,0,0,0,0,0
PUTUMAYO,VILLAGARZON,GRAN TIERRA ENERGY COLOMBIA LTD,VONU,PUT 1,0,0,0,0,0,0,0.343,0.395,0.447,0.467,0.463,0.593
HUILA,YAGUARA,ECOPETROL S.A.,YAGUARA,HOBO,0.68,0.669,0.662,0.662,0.635,0.637,0.662,0.707,0.691,0.688,0.719,0.729
CASANARE,PAZ DE ARIPORO,PACIFIC STRATUS ENERGY COLOMBIA CORP,YAGUAZO,ARRENDAJO,0.063,0.053,0.056,0.057,0.057,0.055,0.054,0.051,0.048,0.048,0.042,0.042
CASANARE,PAZ DE ARIPORO,GEOPARK COLOMBIA PN S.A SUCURSAL COLOMBIA (Winchester),YAMÚ,YAMU,0,0,0.001,0,0,0,0,0,0,0,0,0
BOLIVAR,CANTAGALLO,ECOPETROL S.A.,YARIGUÍ-CANTAGALLO,MAGDALENA MEDIO-YARIGUI-CANTAGALLO,4.202,4.174,3.884,3.749,3.648,3.692,4.242,4.258,3.901,3.9,3.999,3.84
SANTANDER,PUERTO WILCHES,ECOPETROL S.A.,YARIGUÍ-CANTAGALLO,MAGDALENA MEDIO-YARIGUI-CANTAGALLO,1.493,1.508,1.62,1.601,1.62,1.702,1.711,1.603,1.552,1.512,1.404,1.39
META,CABUYARO,PETROMINERALES COLOMBIA LTD SUCURSAL COLOMBIA,YATAY,GUATIQUIA,0.464,0.407,0.371,0.336,0.344,0.328,0.319,0.326,0.3,0.277,0.274,0.238
PUTUMAYO,PUERTO CAICEDO,ECOPETROL S.A.,YURILLA,ORITO,0.034,0.091,0.08,0.046,0.042,0,0,0,0,0,0,0
PUTUMAYO,PUERTO CAICEDO,ECOPETROL S.A.,YURILLA,ORITO,0,0,0,0,0,0.078,0.077,0.088,0.042,0,0,0
